Vendor,Country,Name 1,Name 2,Name 3,Name 4,City,District,PO Box,P.O. Box Postal Code,Postal Code,Region,Search term,Street,Address,Name 1,Name 2,City,Title,Train station,Int. location no. 1,Int. location no. 2,Authorization Group,Industry,Check digit,Data line,DME indicator,Instruction key,Created on,Created by,PBC/ISR number,Group key,Account group,Customer,Alternative Payee,Central deletion flag,Central posting block,Central purchasing block,Language Key,Tax Number 1,Tax Number 2,Sales equalizatn tax,Liable for VAT,Telebox number,Telephone 1,Telephone 2,Fax Number,Teletex number,Telex number,One-time account,Payee in Document,Trading Partner No.,Fiscal address,VAT Registration No.,Natural Person,Block Function,Place of birth,Date of Birth,Sex,Credit Information Number,Last External Review,Actual QM System,Reference Acct Group,P.O. Box city,Plant,Vendor sub-range relevant,Plant level relevant,Factory Calendar,Status of Data Transfer to Next Release,Tax Jurisdiction,Payment block,SCAC,Carrier freight grp,Transportation Zone,Accts for Alt. Payee,ServAgntProcGrp,Tax type,Tax number type,Social Insurance,Social Ins. Code,Tax Number 3,Tax Number 4,Tax Number 5,Tax split,Tax Base,Profession,"Stat. grp, service agent",Ext. manufacturer,URL,Name of Representative,Type of Business,Type of Industry,Confirmation status,Confirmation date,Confirmation time,Central del.block,QM System Valid To,Relevant for POD,Tax Office Responsible,Tax Number at Responsible Tax Authority,Carrier confirmation expected,Micro Company,Terms of Liability,CRC number,Business Purpose Completed Flag,RG Number,Issued by,State,RG Issuing Date,RIC Number,Foreign National Registration,RNE Issuing Date,CNAE,Legal Nature,CRT Number,ICMS Taxpayer,Industry Main Type,Tax Declaration Type,Company Size,Declaration Regimen for PIS/COFINS,Dataelement Exstensibility for Supplier,Capital Amount,Currency,Agency Location Code,Payment Office,PPA Relevant,Processor group,SLAPrepr.Proced,Name 1,Name 2,Name 3,First Name,Title,House number,Street,Date limit: Ext. ID,Annual repetition,Street,House Number,Postal Code,City,Country Key,Business Type,Prtnr's Trading Name,Partner's UTR,Verification Status,Verification Number,Tax Status,Companies House Registration Number,ECC No.,Excise Registration No.,Excise Range,Excise Division,Excise Commissionerate,CST number,LST number,Permanent account number,Exc.Tax Ind. Vendor,SSI status,Type of Vendor,CENVAT Scheme Participant,(Obsolete) Last Changed On ? do not use,(Obsolete) Changed by the user,Service Tax Registration Number,PAN Reference Number,PAN Valid From Date,Vendor for customs,Deductee Reference Number,GST Vendor Classification,Public entity,Deed public use,Social Sec.certificate valid.,Social Sec.certif.submission,CAE code,Absence of debt,Transportation Chain,Staging Time,Scheduling Procedure,CD: Relevant for Collective Numbering
40022,US,MC Consulting Servces LLC,,,,New York,,,,10001,NY,MCC,6th Avenue,26512,MC CONSULTING SERVCES LLC,,NEW YORK,Company,,0,0,,,0,,,,2/20/2024,SVEDANTHAM,,,ZKTV,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
40023,US,Net Services LLC,,,,New York,,,,10001,NY,INTERNET,7th Avenue,26515,NET SERVICES LLC,,NEW YORK,,,0,0,,,0,,,,2/20/2024,SVEDANTHAM,,,ZKTV,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
40024,US,SS LLP,,,,New York,,,,10001,NY,LEGAL,9th Avenue,26519,SS LLP,,NEW YORK,,,0,0,,,0,,,,2/20/2024,SVEDANTHAM,,,ZKTV,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
40025,US,Fastners LLC,,,,New York,,,,10001,NY,RM,8th Avenue,26521,FASTNERS LLC,,NEW YORK,,,0,0,,,0,,,,2/20/2024,SVEDANTHAM,,,ZKTV,,,,,,EN,123577,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
40026,US,Energy Corp,,,,New York,,,,10001,NY,ENERGY,10th Avenue,26527,ENERGY CORP,,NEW YORK,,,0,0,,,0,,,,2/21/2024,SVEDANTHAM,,,ZKTV,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
643266,US,Jennifer Stone,,,,Palo Alto,,,,94030,CA,STONE,Hillview Avenue 110,25312,JENNIFER STONE,,PALO ALTO,Ms.,,0,0,,,0,,,,2/26/2020,BPINST,,,0001,,,,,,EN,,,,,,,,,,,,,,,,X,,,1/1/1986,2,,,,,,,X,X,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1000109,KY,ARP International Ltd,,,,George Town,,,,KYI,,,100 Get Rich,25305,ARP INTERNATIONAL LTD,,GEORGE TOWN,,,0,0,,,0,,,,2/26/2020,BPINST,,,SUPL,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1000169,US,Test for AA,,,,New York,,,,10001,NY,1234,3rd Aveue,26505,TEST FOR AA,,NEW YORK,Company,,0,0,,,0,,,,2/20/2024,SVEDANTHAM,,,SUPL,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,124-456789,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1000179,IN,OTV,,,,1231,,,,132131,,,,26625,OTV,,1231,,,0,0,,,0,,,,6/4/2024,NKAUSHIK,,,CPD,,,,,,EN,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3000001,DE,ABC Supplier 02,MDG,,,Heidelburg,,,,,,MDG,,24731,ABC SUPPLIER 02,MDG,HEIDELBURG,Company,,0,0,,,0,,,,2/14/2019,SAP_WFRT,,,KRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3000010,US,Demo Supplier Company A,,,,New York,,,,65967,,MDG,,24765,DEMO SUPPLIER COMPANY A,,NEW YORK,Company,,0,0,,,0,,,,2/21/2019,SAP_WFRT,,,KRED,,,,,,EN,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,X,7700000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3000040,IN,test,,,,Bnagalore,,,,560037,KA,SS,,25536,TEST,,BNAGALORE,,,0,0,,,0,,,,4/15/2021,SAP_WFRT,,,KRED,,,,,,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10200001,HU,Supplier/Customer for Intrastat (HU,,,,Budapest,,,,1032,,BP1,1139 V ci  t 71 60,23821,SUPPLIER/CUSTOMER FOR INT,,BUDAPEST,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,10200001,,,,,EN,,,,,,9999 3288-0,,,,,,,,,HU12345688,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300001,DE,Inlandslieferant DE 1,,,,Haltern am See,,,,45721,NW,LIEF1,Hullerner Stra e 23,23746,INLANDSLIEFERANT DE 1,,HALTERN AM SEE,Company,,0,0,,,0,,,,10/17/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 5232-0,,,,,,,,,DE178562898,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300002,DE,Inlandslieferant DE 2,,,,Gotha,,,,99867,TH,LIEF2,Kirchh g 78,23748,INLANDSLIEFERANT DE 2,,GOTHA,Company,,0,0,,,0,,,,10/17/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 362-0,,,,,,,,,DE235984551,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300003,DE,Inlandslieferant DE 3 (mit ERS),,,,Berlin,,,,14055,BE,LIEF3,Messedamm 22,24526,INLANDSLIEFERANT DE 3 (MI,,BERLIN,Company,,0,0,,,0,,,,10/30/2018,BPINST,,,SUPL,,,,,,DE,,,,,,09990 589-0,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300006,DE,Inlandslieferant DE 6 (Retouren),,,,Hamburg,,,,22767,HH,LIEFDE6,Holstenstra e 1142,23778,INLANDSLIEFERANT DE 6 (RE,,HAMBURG,Company,,0,0,,,0,,,,10/17/2017,BPINST,,,SUPL,10100006,,,,,DE,,,,,,09990 25420-0,,,,,,,,,DE204894864,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300007,DE,"Inland-Lohnbearbeiter A, DE",,,,Alleringersleben,,,,39343,ST,VEN-SUBCON,Hauptstra e 12,23809,"INLAND-LOHNBEARBEITER A,",,ALLERINGERSLEBEN,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,10100007,,,,,DE,,,,,,09990 953-0,,,,,,,,,DE221983915,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300010,DE,Inlandslieferant DE 1,,,,Haltern am See,,,,45721,NW,LIEF1,Hullerner Stra e 23,24537,INLANDSLIEFERANT DE 1,,HALTERN AM SEE,Company,,0,0,,,0,,,,10/31/2018,BPINST,,,SUPL,10300010,,,,,DE,,,,,,09990 5232-0,,,,,,,,,DE178562898,,,,,,,,,,,,,,,X,,,,,0000000002,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300080,DE,Inlandslieferant DE (Ariba Netzwerk,,,,Bremen,,,,28199,HB,LIEF80,Weizenkampstra e 10,23799,INLANDSLIEFERANT DE (ARIB,,BREMEN,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 34679-0,,,,,,,,,DE205869026,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300081,DE,Inlandslieferant DE (Ariba Sourcing,,,,Aachen,,,,52062,NW,LIEF81,Pontstra e 152,23801,INLANDSLIEFERANT DE (ARIB,,AACHEN,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 34681-0,,,,,,,,,DE129274202,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300082,DE,Inlandslieferant DE (Ariba Sourcing,,,,Bremen,,,,28207,HB,LIEF82,Stresemannstra e 12,23803,INLANDSLIEFERANT DE (ARIB,,BREMEN,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 34682-0,,,,,,,,,DE815563912,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300083,DE,Inlandslieferant DE (Ariba Sourcing,,,,Stuttgart,,,,70184,BW,LIEF83,Planckstra e 30,23805,INLANDSLIEFERANT DE (ARIB,,STUTTGART,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 34683-0,,,,,,,,,DE294264851,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300090,DE,Inlandslieferant DE (Ariba FIN),,,,Karlsruhe,,,,76133,BW,LIEF90,Kaiserallee 8,23811,INLANDSLIEFERANT DE (ARIB,,KARLSRUHE,Company,,0,0,,,0,,,,10/18/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 22233-0,,,,,,,,,DE262990428,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300095,DE,DE - Sales Commission Recipient,,,,Haltern am See,,,,45721,NW,LIEF1,Hullerner Stra e 23,24539,DE - SALES COMMISSION REC,,HALTERN AM SEE,Company,,0,0,,,0,,,,10/31/2018,BPINST,,,SUPL,10300010,,,,,DE,,,,,,09990 5232-0,,,,,,,,,DE178562898,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
10300273,DE,Inlandslieferant DE CPD,,,,Mannheim,,,,68159,BW,SUP1T,Hullerner 55,23750,INLANDSLIEFERANT DE CPD,,MANNHEIM,Company,,0,0,,,0,,,,10/17/2017,BPINST,,,CPD,,,,,,DE,,,,,,09990 5252-0,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300001,US,Walker Auto,,,,DULUTH,,,,55816,MN,SUPL1,198 PO BOX 17442,23428,WALKER AUTO,,DULUTH,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 856 4321,,,,,,,,,,,,,,,,,,,,,,,,X,IN00000000,,,,,,,,,,,,,,X,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300002,US,Domestic US Supplier 2,,,,Bismarck,,,,58504-5573,ND,SUPL2,121 E Sweet Ave,23430,DOMESTIC US SUPPLIER 2,,BISMARCK,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 254 3623,,,,,,,,,,,,,,,,,,,,,,,,X,ND00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300003,US,Domestic US Supplier 3 (with ERS),,,,San Diego,,,,92128-6167,CA,SUPL3,18861 Caminito Cantilena,24407,DOMESTIC US SUPPLIER 3 (W,,SAN DIEGO,Company,,0,0,,,0,,,,10/8/2018,BPINST,,,SUPL,,,,,,EN,,,,,,619 699 8924,,,,,,,,,,,,,,,,,,,,,,,,X,CA00000000,,,,,X,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300006,US,Domestic US Supplier 6 (Returns),,,,Wichita,,,,67202-3723,KS,SUPLUS6,100 S Main St,23470,DOMESTIC US SUPPLIER 6 (R,,WICHITA,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,17100006,,,,,EN,,,,,,999-123-5632,,,,,,,,,,,,,,,,,,,,,,,,X,KS00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300007,US,Domestic US Subcontractor A,,,,Blacksburg,,,,24060-7206,VA,SUPL-SUBCO,200 GILES RD,23502,DOMESTIC US SUBCONTRACTOR,,BLACKSBURG,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,17100007,,,,,EN,,,,,,999 326 5303,,,,,,,,,,,,,,,,,,,,,,,,X,VA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300010,US,Domestic US Supplier 10,,,,Muncie,,,,47305-2757,IN,SUPL10,198 S Ohio Ave,24418,DOMESTIC US SUPPLIER 10,,MUNCIE,Company,,0,0,,,0,,,,10/9/2018,BPINST,,,SUPL,17300010,,,,,EN,,,,,,999 856 4321,,,,,,,,,,,,,,,,,,,,,,,,X,IN00000000,,,,0000000001,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300030,US,Domestic US Supplier 1099M Withhold,,,,Boston,,,,02116-5404,MA,SUPL30,1 Piedmont St,23450,DOMESTIC US SUPPLIER 1099,,BOSTON,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,98-1234567,,,,999 326 5303,,,,,,,,,,,,,,,,,,,,,,,,X,MA00000000,,,,,,,,,,,,1234567891,00K2RP.999999.SL.276,X,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300031,DE,Foreign US Supplier (DE) 1042S With,,,,Berlin,,,,12627,BE,SUPL31,Stollberger Str. 5,23452,FOREIGN US SUPPLIER (DE),,BERLIN,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,DE,,,,,,09990 20123-0,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300032,US,Domestic US Supplier 1099G Withhold,,,,Boston,,,,02116-5404,MA,SUPL32,2 Stuart St,23454,DOMESTIC US SUPPLIER 1099,,BOSTON,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,98-1234568,,,,999 326 5304,,,,,,,,,,,,,,,,,,,,,,,,X,MA00000000,,,,,,,,,,,,,,X,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300033,US,Domestic US Supplier 1099INT Withho,,,,Boston,,,,02116-5404,MA,SUPL33,3 Winchester St,23456,DOMESTIC US SUPPLIER 1099,,BOSTON,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,98-1234569,,,,999 326 5305,,,,,,,,,,,,,,,,,,,,,,,,X,MA00000000,,,,,,,,,,,,,,X,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300034,US,Domestic US Supplier 1099K Withhold,,,,Boston,,,,02116-5404,MA,SUPL34,6 Melrose St,23458,DOMESTIC US SUPPLIER 1099,,BOSTON,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,98-1234570,,,,999 326 5306,,,,,,,,,,,,,,,,,,,,,,,,X,MA00000000,,,,,,,,,,,,,,X,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300080,US,Domestic US Supplier 80 (Ariba Netw,,,,Newark,,,,19725-0001,DE,SUPL80,114 Old Porter Rd,23490,DOMESTIC US SUPPLIER 80 (,,NEWARK,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 256 2365,,,,,,,,,,,,,,,,,,,,,,,,X,DE00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300081,US,US Food,,,,New Smyrna Beach,,,,32168-5867,FL,US FOOD,703 South Street,23492,US FOOD,,NEW SMYRNA BEACH,,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 256 2981,,,,,,,,,,,,,,,,,,,,,,,,X,FL00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300082,US,Domestic US Supplier 82 (Ariba Sour,,,,Palo Alto,,,,94304-1112,CA,SUPL82,1501 Page Mill Road,23494,DOMESTIC US SUPPLIER 82 (,,PALO ALTO,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 256 2382,,,,,,,,,,,,,,,,,,,,,,,,X,CA00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300083,US,Domestic US Supplier 83 (Ariba Sour,,,,Albuquerque,,,,87110-5409,NM,SUPL83,2155 Louisiana Boulevard N.E.,23496,DOMESTIC US SUPPLIER 83 (,,ALBUQUERQUE,Company,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 256 2383,,,,,,,,,,,,,,,,,,,,,,,,X,NM00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300090,US,US Food and Drugs Administration,,,,El Dorado,,,,71731-7000,AR,US FOODS A,300 E Reache Street,23504,US FOOD AND DRUGS ADMINIS,,EL DORADO,,,0,0,,,0,,,,10/5/2017,BPINST,,,SUPL,,,,,,EN,,,,,,999 256 6677,,,,,,,,,,,,,,,,,,,,,,,,X,AR00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
17300095,US,US - Sales Commission Recipient,,,,Muncie,,,,47305-2757,IN,SUPL10,198 S Ohio Ave,24420,US - SALES COMMISSION REC,,MUNCIE,Company,,0,0,,,0,,,,10/9/2018,BPINST,,,SUPL,,,,,,EN,,,,,,999 856 4321,,,,,,,,,,,,,,,,,,,,,,,,X,IN00000000,,,,,,,,,,,,,,,0,,,,,,,,,,12:00:00 AM,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
