Purchasing Document,Company Code,Purch. Doc. Category,Purchasing Doc. Type,Control indicator,Deletion indicator,Status,Created on,Created by,Last Changed,Item Number Interval,Last Item,Vendor,Language Key,Payment terms,Payment in,Payment in,Payment in,Disc.percent 1,Disc.percent 2,Purch. organization,Purchasing Group,Currency,Exchange Rate,Fixed Exchange Rate,Document Date,Validity Per. Start,Validity Period End,Application Close,Quotation Deadline,Binding Period,Warr. Date,Bid invitation,Quotation,Quotation Date,Your Reference,Salesperson,Telephone,Goods Supplier,Customer,Outline agreement,Field Not Used,Complete Delivery,GR Message,Supplying Plant,Receiving Supplier,Incoterms,Incoterms (Part 2),Targ.Val. (Hdr),Distribution Type,Collective Number,Doc. Condition No.,Procedure,Update Group (stats),Invoicing Party,Number of Foreign Trade Data,Our Reference,Logical System,Subitem Interval,Time-dep. conditions,Release group,Release Strategy,Release indicator,Release State,Subject to release,Cntry for Tax Return,Rel. documentation,Address Number,Country Sls Tax No.,VAT Registration No.,Reason for Canc.,Document number,Corr. misc. provis.,Incomplete,Purchasing doc. processing state,Total val. upon release,Version,SCMPROC,Reason Code,Category of Incompleteness,Retention,Retention in Percent,Down Payment,Down Payt Percentage,Down Payment Amount,Due Date for Down Payment,Process ID No.,Part of a Contract Hierarchy,Threshold Value for Exchange Rates,Legal Contract Number,Contract Name,Release Date of Contract,Shipping Type,Handover Location,Shipping Conditions,Incoterms Version,Incoterms Location 1,Incoterms Location 2,Currency,relevant for Intrastat,exclude from Intrastat,Quotation Start Date,Follow-On Document Category,Follow-On Document Type,Ext. Include,ID of External Reference System,External Reference ID,Timestamp for Revision of External Calls,Business Purpose Completed,Document is aged,GUID 32,Counter,Relocation ID,Relocation Step ID,Logical system,Transaction Number,Item Group,Last VAS Item Number,Ord. Sch. Fields Changed Manually,Reference UUID of Transportation Mgmt,Annexing Package key,Annexing Package Extend,Base Date,Annexing Date Type,Annexing start date,deviation percentage,Annexed indicator,Limit date,Char20,New base date,Accountant general method,Do not allow negative annexing,Purch. organization,Known Index Indicator,S1POSTAT Check,Interest indicator,Snapshot Status,Procedure number,Adjustment/contest,Contract Type,Legal competence,Miscellaneous,Despatch,Date,Job,Assessment,Date,Job,Contract,Document Category,Same Delivery Date,Same Plant,Firm Deal Indicator,Take Account of Purch. Group,Take Account of Plnt,Take Account of Contract,Take Account of Item Categ.,Take Account of Fixed-Date Purchases,Consider Budget,Take Account of Alloc. Table Relevance,Take Account of Dlvy Period,Take Account of Delivery Date,Include Vendor Subrange,OTB Check Level,OTB Condition Type,Budget Number,Required Budget,OTB Currency,Reserved Budget,Special Release Budget,OTB Reason Profile for Special Release,Budget Type,OTB Check Status,Reason OTB Status,Type of OTB Check,OTB-Relevant Contract,Indicator Level for Contracts,Distrib. Using Target Value or Item Data
4500000128,1710,F,NB,,,9,3/12/2018,S4H_MM,3/12/2018 19:35,10,10,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,002,USD,"1,00000",,3/12/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000353,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000129,1710,F,NB,,,9,3/12/2018,S4H_MM,3/12/2018 19:36,10,20,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,002,USD,"1,00000",,3/12/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000354,A17001,SAP,EWM17-SU01,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000130,1710,F,NB,,,9,3/12/2018,S4H_MM,3/12/2018 19:37,10,30,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,002,USD,"1,00000",,3/12/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000355,A17001,SAP,EWM17-SU01,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000131,1710,F,NB,,,9,3/12/2018,S4H_EWM,3/12/2018 20:36,10,10,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,002,USD,"1,00000",,3/12/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000356,A17001,SAP,EWM17-SU01,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000132,1710,F,NB,,,9,3/13/2018,S4H_DDR_DEM,3/13/2018 2:56,10,10,17300001,EN,0004,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/12/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000357,A17001,,17300001,,,,1,,,,,,,US,,,,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000133,1710,F,NB,,,9,3/13/2018,S4H_DDR_DEM,3/13/2018 2:58,10,10,17300001,EN,0004,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/12/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000358,A17001,,17300001,,,,1,,,,,,,US,,,,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000134,1710,F,NB,,,9,3/13/2018,BPINST,3/13/2018 21:27,10,10,17300007,EN,0001,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/13/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000359,A17001,SAP,17300007,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000135,1710,F,NB,,,9,3/14/2018,S4H_MM,3/14/2018 20:11,10,30,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/14/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000360,A17001,SAP,EWM17-SU01,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000136,1710,F,NB,,,9,3/15/2018,S4H_MM_DEM,9/3/2025 17:14,10,10,17300001,EN,0004,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/15/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000361,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000137,1710,F,NB,,,9,3/15/2018,S4H_EWM,3/15/2018 18:05,10,10,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,002,USD,"1,00000",,3/15/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000362,A17001,SAP,EWM17-SU01,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000138,1710,F,NB,,,9,3/16/2018,S4H_EWM,3/16/2018 8:12,10,10,EWM17-SU01,EN,0004,0,0,0,0.000,0.000,1710,002,USD,"1,00000",,3/16/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000363,A17001,SAP,EWM17-SU01,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000139,1710,F,NB,,,9,3/16/2018,S4H_PP,3/16/2018 13:59,10,10,17300001,EN,0004,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/16/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000364,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000140,1710,F,NB,,,9,3/16/2018,S4H_PP,3/16/2018 22:52,10,10,17300001,EN,0004,0,0,0,0.000,0.000,1710,001,USD,"1,00000",,3/16/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000365,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000141,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:38,1,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000380,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000142,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000381,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000143,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000382,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000144,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000383,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000145,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000384,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000146,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000385,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000147,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000386,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000148,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:39,1,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000387,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000149,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:40,1,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000388,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000150,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:40,1,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000389,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000151,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:40,1,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000390,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000152,1710,F,NB,,,9,4/5/2018,BPINST,4/5/2018 19:40,1,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,4/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000391,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000153,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 20:59,1,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000400,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000154,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:22,1,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000401,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000155,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:26,1,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000402,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000156,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:26,1,9,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000403,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000157,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,10,USSU-VSF05,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000404,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000158,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,10,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000405,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000159,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,10,USSU-VSF07,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000406,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000160,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000407,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000161,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,7,USSU-VSF08,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000408,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000162,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,7,USSU-VSF06,EN,NT30,30,0,0,0.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000409,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000163,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000410,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000164,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000411,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000165,1710,F,NB,,,9,10/5/2018,BPINST,10/5/2018 21:27,1,1,USSU-VSF01,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/5/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000412,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000166,1710,F,NB,,,9,10/8/2018,BPINST,10/8/2018 18:18,1,9,USSU-VSF04,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/8/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000420,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
4500000167,1710,F,NB,,,9,10/8/2018,BPINST,10/8/2018 18:18,1,9,USSU-VSF02,EN,0002,14,30,0,2.000,0.000,1710,002,USD,"1,00000",,10/8/2018,,,,,,,,,,,,,,,,,,,,,,,0.00,,,1000000421,A17001,SAP,,,,,1,,,,,,,US,,,US,,0,,,,02,0.00,,,,,,0.00,,0.00,0.00,,,,,,,,,,,,,,USD,,,,,,,,,1/0/1900 0:00,,,,0,,,,,0,0,,,0,0,,,,0.000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00,,0.00,0.00,,,,,,,,
