Doc. Condition No.,ItemNo,Step Number,Counter,Application,Condition type,Valid From,Calculation Type,Basis Value,Amount,Currency,Cond.exchange rate,Pricing Unit,Condition Unit,Numerator,Denominator,Condition Category,Statistical,Scale Type,Accruals,Invoice List Cond.,Condition Origin,Group Condition,Access,Condition Record No.,Sequent.No. of Cond.,Account Key,G/L Account,Tax Code,AcctKey Accruals,Accruals Account,Withholding Tax Code,Vendor,Cond.Rounding Diff.,Value,Document Currency,Condition Control,Inactive Condition,Condition Class,Counter,Condition Factor,Structure Condition,Condition Factor,Scale Basis,Scale Basis Value,Scale Unit of Meas.,Scale Currency,Condition Currency,Value,Intercomp.Billing,Changed Manually,Price Source,Tax jurisdiction level,BitEncryptFlags,Condition Update,Maximum Basis Value,Maximum Amount,Basis Value,Customer,UsedforVariantConfig,Variant Condition,Rel. for Acct Assigt,Matrix Maintenance,Data Filter Value for Data Aging,Formula. ID in Document,Adjusted Quantity,Condition Processing if Value is Zero,Relevant for Account Determination
0000004271,10,910,1,V,DCD1,20190625000000,A,"2,260.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004272,10,910,1,V,DCD1,20190625000000,A,"2,260.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004273,10,910,1,V,DCD1,20190625000000,A,"2,825.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004274,10,910,1,V,DCD1,20190625000000,A,"2,825.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004275,10,910,1,V,DCD1,20190625000000,A,"48,025.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004276,10,910,1,V,DCD1,20190625000000,A,"48,025.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004277,10,910,1,V,DCD1,20190625000000,A,"3,955.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004278,10,910,1,V,DCD1,20190625000000,A,"3,955.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004279,10,910,1,V,DCD1,20190625000000,A,"7,345.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004280,10,910,1,V,DCD1,20190625000000,A,"7,345.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004281,10,910,1,V,DCD1,20190625000000,A,"16,950.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004282,10,910,1,V,DCD1,20190625000000,A,"16,950.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004283,10,910,1,V,DCD1,20190625000000,A,"3,977.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004284,10,910,1,V,DCD1,20190625000000,A,"3,977.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004285,10,910,1,V,DCD1,20190625000000,A,"59,655.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004286,10,910,1,V,DCD1,20190625000000,A,"59,655.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004287,10,910,1,V,DCD1,20190625000000,A,"107,379.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004288,10,910,1,V,DCD1,20190625000000,A,"107,379.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004289,10,910,1,V,DCD1,20190625000000,A,"270,436.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004290,10,910,1,V,DCD1,20190625000000,A,"270,436.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004291,10,910,1,V,DCD1,20190625000000,A,"30,964.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004292,10,910,1,V,DCD1,20190625000000,A,"30,964.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004293,10,910,1,V,DCD1,20190625000000,A,"38,705.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004294,10,910,1,V,DCD1,20190625000000,A,"38,705.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004295,10,910,1,V,DCD1,20190625000000,A,"371,568.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004296,10,910,1,V,DCD1,20190625000000,A,"371,568.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004297,10,910,1,V,DCD1,20190625000000,A,"30,964.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004298,10,910,1,V,DCD1,20190625000000,A,"30,964.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004299,10,910,1,V,DCD1,20190625000000,A,"139,338.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004300,10,910,1,V,DCD1,20190625000000,A,"139,338.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004301,10,910,1,V,DCD1,20190625000000,A,"15,482.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004302,10,910,1,V,DCD1,20190625000000,A,"15,482.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004303,10,910,1,V,DCD1,20190625000000,A,"1,330.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004304,10,910,1,V,DCD1,20190625000000,A,"1,330.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004305,10,910,1,V,DCD1,20190625000000,A,"13,860.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004306,10,910,1,V,DCD1,20190625000000,A,"13,860.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004307,10,910,1,V,DCD1,20190625000000,A,"29,960.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004308,10,910,1,V,DCD1,20190625000000,A,"29,960.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004309,10,910,1,V,DCD1,20190625000000,A,"2,590.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004310,10,910,1,V,DCD1,20190625000000,A,"2,590.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004311,10,910,1,V,DCD1,20190625000000,A,"17,850.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004312,10,910,1,V,DCD1,20190625000000,A,"17,850.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004313,10,910,1,V,DCD1,20190625000000,A,"28,560.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004314,10,910,1,V,DCD1,20190625000000,A,"28,560.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004315,10,910,1,V,DCD1,20190625000000,A,"6,600.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004316,10,910,1,V,DCD1,20190625000000,A,"6,600.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004317,10,910,1,V,DCD1,20190625000000,A,"3,840.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004318,10,910,1,V,DCD1,20190625000000,A,"3,840.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004319,10,910,1,V,DCD1,20190625000000,A,"7,920.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004320,10,910,1,V,DCD1,20190625000000,A,"7,920.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004321,10,910,1,V,DCD1,20190625000000,A,480.000000000,0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004322,10,910,1,V,DCD1,20190625000000,A,480.000000000,0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004323,10,910,1,V,DCD1,20190625000000,A,"51,240.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004324,10,910,1,V,DCD1,20190625000000,A,"51,240.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004325,10,910,1,V,DCD1,20190625000000,A,"16,080.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004326,10,910,1,V,DCD1,20190625000000,A,"16,080.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004327,10,910,1,V,DCD1,20190625000000,A,"2,720.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004328,10,910,1,V,DCD1,20190625000000,A,"2,720.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004329,10,910,1,V,DCD1,20190625000000,A,"35,360.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004330,10,910,1,V,DCD1,20190625000000,A,"35,360.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004331,10,910,1,V,DCD1,20190625000000,A,"1,760.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004332,10,910,1,V,DCD1,20190625000000,A,"1,760.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004333,10,910,1,V,DCD1,20190625000000,A,"2,880.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004334,10,910,1,V,DCD1,20190625000000,A,"2,880.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004335,10,910,1,V,DCD1,20190625000000,A,"13,280.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004336,10,910,1,V,DCD1,20190625000000,A,"13,280.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004337,10,910,1,V,DCD1,20190625000000,A,"10,720.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004338,10,910,1,V,DCD1,20190625000000,A,"10,720.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004340,10,910,1,V,DCD1,20190625000000,A,"11,440.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004342,10,910,1,V,DCD1,20190625000000,A,"52,800.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004344,10,910,1,V,DCD1,20190625000000,A,"11,440.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004346,10,910,1,V,DCD1,20190625000000,A,"11,000.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004348,10,910,1,V,DCD1,20190625000000,A,"117,920.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004350,10,910,1,V,DCD1,20190625000000,A,"5,400.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004352,10,910,1,V,DCD1,20190625000000,A,"78,300.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004354,10,910,1,V,DCD1,20190625000000,A,"7,425.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004356,10,910,1,V,DCD1,20190625000000,A,"30,375.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004358,10,910,1,V,DCD1,20190625000000,A,"22,950.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004360,10,910,1,V,DCD1,20190625000000,A,"4,050.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004362,10,910,1,V,DCD1,20190625000000,A,"252,504.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004364,10,910,1,V,DCD1,20190625000000,A,"16,032.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004366,10,910,1,V,DCD1,20190625000000,A,"85,170.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004368,10,910,1,V,DCD1,20190625000000,A,"4,008.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
0000004370,10,910,1,V,DCD1,20190625000000,A,"1,002.000000000",0.000000000,,,0,,0,0,E,X,,,,A,,0,,0,,,,,,,,0.00,0.00,USD,A,,A,0,0.00000000000000E+00,,0.00000000000000E+00,,0.000000000,,,,0.00,,,,,0000,,,,0.000000000,,,,,,,,0.00000000000000,,
