Purchasing Document,Item,Seq. No. of Account Assgt,Trans./event type,Material Doc. Year,Material Document,Material Doc.Item,PO History Category,Movement type,Posting Date,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Currency,GR/IR clearing value in local currency,GR Blck.Stock in OUn,GR blocked stck.OPUn,Debit/Credit ind,Valuation Type,Delivery Completed,Reference,Fisc. Year Ref. Doc.,Reference Document,Reference Doc. Item,Reason for Movement,Entry Date,Time of Entry,Invoice Value,Compliance with Shipping Instr.,Invoice Value in FC,Material,Plant,RevGR despite IR,Sequential Number,Doc. Condition No.,Tax Code,Del. Note Quantity,Delivery Note Unit,Material,GR/IR clearing value in FC,Local currency,Quantity,Batch,Document Date,Calcn of value open,Unplanned Acct Assgmt: Inv. Verification,Created by,Service,Package Number,Service line,Seq. No. of PO Acc. Assignment,SRV Returns Indicator,GR/IR clearing value in FC,FC invoice amount,SAP Release,Quantity,Quantity in OPUn,Amt.in Loc.Cur.,Amount,Val. GR Blocked Stock in OUn,Valuated GR Blocked Stock in OPUn,Origin Acceptance,GR/IR clearing value in local currency,Exch. Rate Diff. Amt,Retention in Document Currency,Retention in Company Code Currency,Posted Retention in Document Currency,Posted Security Retention in CC Crcy,Multiple Account Assignment,Exchange Rate,Origin of an Invoice Item,Delivery,Item,Stock Segment,Data Filter Value for Data Aging,SES Unit of Measure,Logical System,SLQUpd.,Quantity in Parallel Unit of Measure,GR Blocked Stock in Base/Parallel UoM,Parallel Unit of Measure Type,GR Blkd Stk in Basis or Parallel UoM,Die complete flag,Season Year,Season,Collection,Theme,Quantity,Characteristic Value 1,Characteristic Value 2,Characteristic Value 3
4500000654,1,0,1,2020,5000001019,1,E,101,2/2/2020,48.000,48.000,"32,115.84","32,115.84",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:34 PM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,48.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000655,1,0,1,2020,5000001020,1,E,101,2/2/2020,242.000,242.000,"50,418.28","50,418.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:38 PM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,242.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000656,1,0,1,2020,5000001021,1,E,101,2/2/2020,185.000,185.000,"21,167.70","21,167.70",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:43 PM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,185.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000657,1,0,1,2020,5000001022,1,E,101,2/2/2020,150.000,150.000,"50,286.00","50,286.00",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:47 PM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,150.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000658,1,0,1,2020,5000001023,1,E,101,2/2/2020,206.000,206.000,"39,094.68","39,094.68",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:50 PM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,206.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000659,1,0,1,2020,5000001024,1,E,101,2/2/2020,377.000,377.000,"38,755.60","38,755.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:54 PM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,377.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000660,1,0,1,2020,5000001025,1,E,101,2/2/2020,"1,224.000","1,224.000","50,012.64","50,012.64",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:09:58 PM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,224.000",,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000661,1,0,1,2020,5000001026,1,E,101,2/2/2020,"1,311.000","1,311.000","89,239.77","89,239.77",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:10:00 PM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,"1,311.000",,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000662,1,0,1,2020,5000001027,1,E,101,2/2/2020,413.000,413.000,"35,840.14","35,840.14",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,9:10:03 PM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,413.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000663,1,0,1,2020,5000001028,1,E,101,2/1/2020,75.000,75.000,"129,764.25","129,764.25",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:18:38 PM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,75.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000664,1,0,1,2020,5000001029,1,E,101,2/1/2020,80.000,80.000,"56,109.60","56,109.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:18:42 PM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,80.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000665,1,0,1,2020,5000001030,1,E,101,2/1/2020,79.000,79.000,"11,523.73","11,523.73",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:18:46 PM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,79.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000666,1,0,1,2020,5000001031,1,E,101,2/1/2020,85.000,85.000,"56,871.80","56,871.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:18:51 PM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,85.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000667,1,0,1,2020,5000001032,1,E,101,2/1/2020,80.000,80.000,"16,667.20","16,667.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:18:55 PM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,80.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000668,1,0,1,2020,5000001033,1,E,101,2/1/2020,84.000,84.000,"9,611.28","9,611.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:18:59 PM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,84.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000669,1,0,1,2020,5000001034,1,E,101,2/1/2020,79.000,79.000,"26,483.96","26,483.96",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:19:04 PM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,79.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000670,1,0,1,2020,5000001035,1,E,101,2/1/2020,82.000,82.000,"15,561.96","15,561.96",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:19:07 PM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,82.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000671,1,0,1,2020,5000001036,1,E,101,2/1/2020,85.000,85.000,"8,738.00","8,738.00",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:19:11 PM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,85.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000672,1,0,1,2020,5000001037,1,E,101,2/1/2020,83.000,83.000,"3,391.38","3,391.38",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:19:14 PM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,83.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000673,1,0,1,2020,5000001038,1,E,101,2/1/2020,81.000,81.000,"5,513.67","5,513.67",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:19:17 PM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,81.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000674,1,0,1,2020,5000001039,1,E,101,2/1/2020,83.000,83.000,"7,202.74","7,202.74",USD,0.00,0.000,0.000,S,,X,,,,0,0,2/3/2020,10:19:20 PM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,83.000,,2/3/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000678,1,0,1,2020,5000001052,1,E,101,3/2/2020,81.000,81.000,"140,145.39","140,145.39",USD,0.00,0.000,0.000,S,,X,,,,0,0,3/2/2020,10:28:07 PM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,81.000,,3/2/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500000681,1,0,1,2020,5000001055,1,E,101,3/2/2020,20.000,20.000,"13,381.60","13,381.60",USD,0.00,0.000,0.000,S,,X,,,,0,0,3/2/2020,10:28:27 PM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,20.000,,3/2/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001446,1,0,1,2020,5000001075,1,E,101,6/9/2020,72.000,72.000,"48,173.76","48,173.76",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/9/2020,5:01:03 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,72.000,,6/9/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001458,1,0,1,2020,5000001087,1,E,101,6/10/2020,66.000,66.000,"44,159.28","44,159.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/10/2020,5:01:07 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,66.000,,6/10/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001467,1,0,1,2020,5000001096,1,E,101,6/11/2020,51.000,51.000,"88,239.69","88,239.69",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:00:47 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,51.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001468,1,0,1,2020,5000001097,1,E,101,6/11/2020,57.000,57.000,"39,978.09","39,978.09",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:00:58 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,57.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001469,1,0,1,2020,5000001098,1,E,101,6/11/2020,145.000,145.000,"21,151.15","21,151.15",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:02 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,145.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001470,1,0,1,2020,5000001099,1,E,101,6/11/2020,25.000,25.000,"16,727.00","16,727.00",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:06 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,25.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001471,1,0,1,2020,5000001100,1,E,101,6/11/2020,124.000,124.000,"25,834.16","25,834.16",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:10 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,124.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001472,1,0,1,2020,5000001101,1,E,101,6/11/2020,106.000,106.000,"12,128.52","12,128.52",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:14 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,106.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001473,1,0,1,2020,5000001102,1,E,101,6/11/2020,172.000,172.000,"57,661.28","57,661.28",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:18 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,172.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001474,1,0,1,2020,5000001103,1,E,101,6/11/2020,164.000,164.000,"31,123.92","31,123.92",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:22 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,164.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001475,1,0,1,2020,5000001104,1,E,101,6/11/2020,201.000,201.000,"20,662.80","20,662.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:26 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,201.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001476,1,0,1,2020,5000001105,1,E,101,6/11/2020,980.000,980.000,"40,042.80","40,042.80",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:29 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,980.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001477,1,0,1,2020,5000001106,1,E,101,6/11/2020,568.000,568.000,"38,663.76","38,663.76",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:32 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,568.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001478,1,0,1,2020,5000001107,1,E,101,6/11/2020,288.000,288.000,"24,992.64","24,992.64",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/11/2020,5:01:34 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,288.000,,6/11/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001479,1,0,1,2020,5000001108,1,E,101,6/12/2020,41.000,41.000,"70,937.79","70,937.79",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:00:45 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,41.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001480,1,0,1,2020,5000001109,1,E,101,6/12/2020,100.000,100.000,"70,137.00","70,137.00",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:00:55 AM,0.00,,0.00,MZ-RM-R200-01,1710,,0,,,0.000,,,0.00,USD,100.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001481,1,0,1,2020,5000001110,1,E,101,6/12/2020,76.000,76.000,"11,086.12","11,086.12",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:00:59 AM,0.00,,0.00,MZ-RM-R100-01,1710,,0,,,0.000,,,0.00,USD,76.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001482,1,0,1,2020,5000001111,1,E,101,6/12/2020,25.000,25.000,"16,727.00","16,727.00",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:03 AM,0.00,,0.00,MZ-RM-M550-01,1710,,0,,,0.000,,,0.00,USD,25.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001483,1,0,1,2020,5000001112,1,E,101,6/12/2020,143.000,143.000,"29,792.62","29,792.62",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:08 AM,0.00,,0.00,MZ-RM-M525-01,1710,,0,,,0.000,,,0.00,USD,143.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001484,1,0,1,2020,5000001113,1,E,101,6/12/2020,85.000,85.000,"9,725.70","9,725.70",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:12 AM,0.00,,0.00,MZ-RM-M500-01,1710,,0,,,0.000,,,0.00,USD,85.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001485,1,0,1,2020,5000001114,1,E,101,6/12/2020,357.000,357.000,"119,680.68","119,680.68",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:16 AM,0.00,,0.00,MZ-RM-C990-01,1710,,0,,,0.000,,,0.00,USD,357.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001486,1,0,1,2020,5000001115,1,E,101,6/12/2020,143.000,143.000,"27,138.54","27,138.54",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:20 AM,0.00,,0.00,MZ-RM-C950-01,1710,,0,,,0.000,,,0.00,USD,143.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001487,1,0,1,2020,5000001116,1,E,101,6/12/2020,364.000,364.000,"37,419.20","37,419.20",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:23 AM,0.00,,0.00,MZ-RM-C900-01,1710,,0,,,0.000,,,0.00,USD,364.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001488,1,0,1,2020,5000001117,1,E,101,6/12/2020,"1,341.000","1,341.000","54,793.26","54,793.26",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:27 AM,0.00,,0.00,MZ-TG-Y120,1710,,0,,,0.000,,,0.00,USD,"1,341.000",,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001489,1,0,1,2020,5000001118,1,E,101,6/12/2020,933.000,933.000,"63,509.31","63,509.31",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:30 AM,0.00,,0.00,MZ-TG-Y200,1710,,0,,,0.000,,,0.00,USD,933.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001490,1,0,1,2020,5000001119,1,E,101,6/12/2020,262.000,262.000,"22,736.36","22,736.36",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/12/2020,5:01:32 AM,0.00,,0.00,MZ-TG-Y240,1710,,0,,,0.000,,,0.00,USD,262.000,,6/12/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
4500001491,1,0,1,2020,5000001120,1,E,101,6/13/2020,37.000,37.000,"64,017.03","64,017.03",USD,0.00,0.000,0.000,S,,X,,,,0,0,6/13/2020,5:00:46 AM,0.00,,0.00,MZ-RM-R300-01,1710,,0,,,0.000,,,0.00,USD,37.000,,6/13/2020,,,BPINST,,0,0,0,,0.00,0.00,754,0.000,0.000,0.00,0.00,0.000,0.000,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0,,,,,,0.000,0.000,,0.000,,,,,,0.000,,,
